xmin,ymin,xmax,ymax,Text
2373,2430,2502,2412,\W1.000761;64.30 ROW
694,959,3479
695,959,3472
696,959,3465
697,959,3458
698,959,3450
699,959,3443
700,959,3436
701,959,3429
702,959,3422
703,959,3415
704,959,3407
705,959,3400
706,959,3393
707,959,3386
708,959,3379
709,959,3371
710,959,3365
711,959,3357
712,959,3350
713,959,3343
714,959,3336
715,959,3329
716,959,3321
717,959,3314
718,959,3307
719,959,3300
720,959,3293
721,959,3286
722,959,3278
723,959,3271
724,959,3264
725,959,3257
726,959,3250
727,959,3243
728,959,3235
729,959,3228
730,959,3221
731,959,3214
732,959,3207
733,959,3200
734,959,3193
735,959,3185
736,959,3178
737,959,3171
738,959,3164
739,959,3157
740,959,3150
741,959,3142
742,959,3135
743,959,3128
744,959,3121
745,959,3114
746,959,3106
747,959,3099
748,959,3092
749,959,3085
750,959,3078
751,959,3071
752,959,3064
753,959,3056
754,959,3049
755,959,3042
756,959,3035
757,959,3028
758,959,3021
759,959,3013
760,959,3006
761,959,2999
762,959,2992
763,959,2985
764,959,2978
765,959,2970
766,959,2963
767,959,2956
768,959,2949
769,959,2942
770,959,2934
771,959,2928
772,959,2920
773,959,2913
774,959,2906
775,959,2899
776,959,2892
777,959,2884
778,959,2877
779,959,2870
780,959,2863
781,959,2856
782,959,2849
783,959,2841
784,959,2834
785,959,2827
786,959,2820
787,959,2813
788,959,2806
789,959,2798
790,959,2791
791,959,2784
792,959,2777
793,959,2770
794,959,2763
795,959,2756
796,959,2748
797,959,2741
798,959,2734
799,959,2727
800,959,2720
801,959,2713
802,959,2705
803,959,2698
804,959,2691
805,959,2684
806,959,2677
807,959,2669
808,959,2662
809,959,2655
810,959,2648
811,959,2641
812,959,2634
813,959,2627
814,959,2619
815,959,2612
816,959,2605
817,959,2598
818,959,2591
819,959,2584
820,959,2576
821,959,2569
822,959,2562
823,959,2555
824,959,2548
825,959,2541
826,959,2533
827,959,2526
828,959,2519
829,959,2512
830,959,2505
831,959,2497
832,959,2491
833,959,2483
834,959,2476
835,959,2469
836,959,2462
837,959,2455
838,959,2447
839,964,2447
840,971,2447
841,978,2447
842,985,2447
843,993,2447
844,1000,2447
845,1007,2447
846,1014,2447
847,1021,2447
848,1028,2447
849,1035,2447
850,1043,2447
851,1050,2447
852,1057,2447
853,1064,2447
854,1071,2447
855,1078,2447
856,1086,2447
857,1093,2447
858,1100,2447
859,1107,2447
860,1114,2447
861,1121,2447
862,1129,2447
863,1136,2447
864,1143,2447
865,1150,2447
866,1157,2447
867,1164,2447
868,1171,2447
869,1179,2447
870,1186,2447
871,1193,2447
872,1200,2447
873,1207,2447
874,1215,2447
875,1222,2447
876,1229,2447
877,1236,2447
878,1243,2447
879,1250,2447
880,1258,2447
881,1265,2447
882,1272,2447
883,1279,2447
884,1286,2447
885,1293,2447
886,1301,2447
887,1308,2447
888,1315,2447
889,1322,2447
890,1329,2447
891,1336,2447
892,1343,2447
893,1351,2447
894,1358,2447
895,1365,2447
896,1372,2447
897,1379,2447
898,1386,2447
899,1394,2447
900,1401,2447
901,1408,2447
902,1415,2447
903,1422,2447
904,1430,2447
905,1436,2447
906,1444,2447
907,1451,2447
908,1458,2447
909,1465,2447
910,1472,2447
911,1480,2447
912,1487,2447
913,1494,2447
914,1501,2447
915,1508,2447
916,1515,2447
917,1523,2447
918,1530,2447
919,1537,2447
920,1544,2447
921,1551,2447
922,1558,2447
923,1566,2447
924,1573,2447
925,1580,2447
926,1587,2447
927,1594,2447
928,1601,2447
929,1608,2447
930,1616,2447
931,1623,2447
932,1630,2447
933,1637,2447
934,1644,2447
935,1651,2447
936,1659,2447
937,1666,2447
938,1673,2447
939,1680,2447
940,1687,2447
941,1695,2447
942,1702,2447
943,1709,2447
944,1716,2447
945,1723,2447
946,1730,2447
947,1737,2447
948,1745,2447
949,1752,2447
950,1759,2447
951,1766,2447
952,1773,2447
953,1780,2447
954,1788,2447
955,1795,2447
956,1802,2447
957,1809,2447
958,1816,2447
959,1823,2447
960,1831,2447
961,1838,2447
962,1845,2447
963,1852,2447
964,1859,2447
965,1866,2447
966,1873,2447
967,1881,2447
968,1888,2447
969,1895,2447
970,1902,2447
971,1909,2447
972,1917,2447
973,1924,2447
974,1931,2447
975,1938,2447
976,1945,2447
977,1952,2447
978,1960,2447
979,1967,2447
980,1974,2447
981,1981,2447
982,1988,2447
983,1995,2447
984,2003,2447
985,2010,2447
986,2017,2447
987,2024,2447
988,2031,2447
989,2038,2447
990,2045,2447
991,2053,2447
992,2060,2447
993,2067,2447
994,2074,2447
995,2081,2447
996,2088,2447
997,2096,2447
998,2103,2447
999,2110,2447
1000,2117,2447
1001,2124,2447
1002,2132,2447
1003,2138,2447
1004,2146,2447
1005,2153,2447
1006,2160,2447
1007,2167,2447
1008,2174,2447
1009,2182,2447
1010,2189,2447
1011,2196,2447
1012,2203,2447
1013,2210,2447
1014,2217,2447
1015,2225,2447
1016,2232,2447
1017,2239,2447
1018,2246,2447
1019,2253,2447
1020,2260,2447
1021,2268,2447
1022,2275,2447
1023,2282,2447
1024,2289,2447
1025,2296,2447
1026,2303,2447
1027,2310,2447
1028,2318,2447
1029,2325,2447
1030,2332,2447
1031,2339,2447
1032,2346,2447
1033,2353,2447
1034,2361,2447
1035,2368,2447
1036,2375,2447
1037,2382,2447
1038,2389,2447
1039,2397,2447
1040,2404,2447
1041,2411,2447
1042,2418,2447
1043,2425,2447
1044,2432,2447
1045,2439,2447
1046,2447,2447
1047,2454,2447
1048,2461,2447
1049,2468,2447
1050,2475,2447
1051,2482,2447
1052,2490,2447
1053,2497,2447
1054,2504,2447
1055,2511,2447
1056,2518,2447
1057,2525,2447
1058,2533,2447
1059,2540,2447
1060,2547,2447
1061,2554,2447
1062,2561,2447
1063,2568,2447
1064,2575,2447
1065,2583,2447
1066,2590,2447
1067,2597,2447
1068,2604,2447
1069,2611,2447
1070,2619,2447
1071,2626,2447
1072,2633,2447
1073,2640,2447
1074,2647,2447
1075,2654,2447
1076,2662,2447
1077,2669,2447
1078,2676,2447
1079,2683,2447
1080,2690,2447
1081,2697,2447
1082,2704,2447
1083,2712,2447
1084,2719,2447
1085,2726,2447
1086,2733,2447
1087,2740,2447
1088,2747,2447
1089,2755,2447
1090,2762,2447
1091,2769,2447
1092,2776,2447
1093,2783,2447
1094,2790,2447
1095,2798,2447
1096,2805,2447
1097,2812,2447
1098,2819,2447
1099,2826,2447
1100,2833,2447
1101,2840,2447
1102,2848,2447
1103,2855,2447
1104,2862,2447
1105,2869,2447
1106,2876,2447
1107,2884,2447
1108,2891,2447
1109,2898,2447
1110,2905,2447
1111,2912,2447
1112,2919,2447
1113,2927,2447
1114,2934,2447
1115,2941,2447
1116,2948,2447
1117,2955,2447
1118,2962,2447
1119,2970,2447
1120,2977,2447
1121,2984,2447
1122,2991,2447
1123,2998,2447
1124,3005,2447
1125,3012,2447
1126,3020,2447
1127,3027,2447
1128,3034,2447
1129,3041,2447
1130,3048,2447
1131,3055,2447
1132,3063,2447
1133,3070,2447
1134,3077,2447
1135,3084,2447
1136,3091,2447
1137,3099,2447
1138,3105,2447
1139,3113,2447
1140,3120,2447
1141,3127,2447
1142,3134,2447
1143,3141,2447
1144,3149,2447
1145,3156,2447
1146,3163,2447
1147,3170,2447
1148,3177,2447
1149,3184,2447
1150,3192,2447
1151,3199,2447
1152,3206,2447
1153,3213,2447
1154,3220,2447
1155,3227,2447
1156,3235,2447
1157,3242,2447
1158,3249,2447
1159,3256,2447
1160,3263,2447
1161,3270,2447
1162,3277,2447
1163,3285,2447
1164,3292,2447
1165,3299,2447
1166,3306,2447
1167,3313,2447
1168,3320,2447
1169,3328,2447
1170,3335,2447
1171,3342,2447
1172,3349,2447
1173,3356,2447
1174,3364,2447
1175,3371,2447
1176,3378,2447
1177,3385,2447
1178,3392,2447
1179,3399,2447
1180,3406,2447
1181,3414,2447
1182,3421,2447
1183,3428,2447
1184,3435,2447
1185,3442,2447
1186,3449,2447
1187,3457,2447
1188,3464,2447
1189,3471,2447
1190,3478,2447
1191,3485,2447
1192,3492,2447
1193,3500,2447
1194,3507,2447
1195,3514,2447
1196,3521,2447
1197,3528,2447
1198,3535,2447
1199,3542,2447
1200,3550,2447
1201,3557,2447
1202,3564,2447
1203,3571,2447
1204,3578,2447
1205,3586,2447
1206,3593,2447
1207,3600,2447
1208,3607,2447
1209,3614,2447
1210,3621,2447
1211,3629,2447
1212,3636,2447
1213,3643,2447
1214,3650,2447
1215,3657,2447
1216,3664,2447
1217,3672,2447
1218,3679,2447
1219,3686,2447
1220,3693,2447
1221,3700,2447
1222,3707,2447
1223,3714,2447
1224,3722,2447
1225,3729,2447
1226,3736,2447
1227,3743,2447
1228,3750,2447
1229,3757,2447
1230,3765,2447
1231,3772,2447
1232,3779,2447
1233,3786,2447
1234,3793,2447
1235,3801,2447
1236,3807,2447
1237,3815,2447
1238,3822,2447
1239,3829,2447
1240,3836,2447
1241,3843,2447
1242,3851,2447
1243,3858,2447
1244,3865,2447
1245,3872,2447
1246,3879,2447
1247,3886,2447
1248,3894,2447
1249,3901,2447
1250,3908,2447
1251,3915,2447
1252,3922,2447
1253,3929,2447
1254,3937,2447
1255,3944,2447
1256,3951,2447
1257,3958,2447
1258,3965,2447
1259,3972,2447
1260,3979,2447
1261,3987,2447
1262,3994,2447
1263,4001,2447
1264,4008,2447
1265,4015,2447
1266,4022,2447
1267,4030,2447
1268,4037,2447
1269,4044,2447
1270,4051,2447
1271,4058,2447
1272,4066,2447
1273,4073,2447
1274,4080,2447
1275,4087,2447
1276,4094,2447
1277,4101,2447
1278,4108,2447
1279,4116,2447
1280,4123,2447
1281,4130,2447
1282,4137,2447
1283,4144,2447
1284,4151,2447
1285,4159,2447
1286,4166,2447
1287,4173,2447
1288,4180,2447
1289,4187,2447
1290,4194,2447
1291,4202,2447
1292,4209,2447
1293,4216,2447
1294,4223,2447
1295,4230,2447
1296,4237,2447
1297,4244,2447
1298,4252,2447
1299,4259,2447
1300,4266,2447
1301,4273,2447
1302,4280,2447
1303,4288,2447
1304,4295,2447
1305,4302,2447
1306,4309,2447
1307,4316,2447
1308,4323,2447
1309,4331,2447
1310,4338,2447
1311,4345,2447
1312,4352,2447
1313,4359,2447
1314,4366,2447
1315,4373,2447
1316,4381,2447
1317,4386,2447
1,2343,3178
2,2343,3193
3,1646,3193
4,2343,3178
1,1646,3193
2,1646,3197
3,2343,3197
4,1646,3193
1,1646,3197
2,2343,3197
3,1646,3212
4,1646,3197
1,1646,3193
2,2343,3193
3,2343,3197
4,1646,3193
1,2686,3179
2,3382,3195
3,2686,3195
4,2686,3179
1,2686,3195
2,2686,3198
3,3382,3198
4,2686,3195
1,2686,3198
2,3382,3198
3,3382,3213
4,2686,3198
1,2686,3195
2,3382,3195
3,3382,3198
4,2686,3195
1,3391,3207
2,3394,3207
1,3397,3195
2,3402,3201
1,3382,3203
2,3391,3194
1,3382,3202
2,3391,3193
1,3382,3201
2,3391,3192
1,3382,3200
2,3391,3191
1,3382,3199
2,3391,3190
1,3382,3198
2,3391,3190
1,3382,3197
2,3390,3189
1,3383,3196
2,3389,3189
1,3383,3194
2,3388,3189
1,3383,3193
2,3387,3189
1,3384,3192
2,3386,3189
1,3384,3190
2,3385,3189
1,3382,3204
2,3391,3195
1,3382,3205
2,3391,3196
1,3382,3206
2,3391,3197
1,3383,3206
2,3391,3198
1,3384,3206
2,3391,3199
1,3385,3206
2,3391,3200
1,3386,3206
2,3391,3201
1,3387,3206
2,3391,3202
1,3388,3206
2,3391,3203
1,3389,3206
2,3391,3204
1,3390,3206
2,3391,3205
1,3382,3206
2,3391,3206
1,3385,3189
2,3391,3189
3,3391,3207
4,3382,3207
5,3382,3195
6,3384,3190
1,3402,3201
2,3402,3217
1,3382,3207
2,3382,3217
1,3386,3211
2,3387,3211
1,3391,3205
2,3392,3205
1,3396,3199
2,3397,3199
1,3392,3212
2,3393,3211
1,3398,3206
2,3398,3205
1,3399,3212
2,3399,3212
1,3391,3205
2,3392,3205
1,3398,3206
2,3398,3206
1,3396,3199
2,3397,3199
1,3399,3212
2,3399,3212
1,3386,3211
2,3387,3211
1,3392,3212
2,3393,3212
1,3392,3205
2,3392,3205
1,3393,3212
2,3393,3211
1,3399,3212
2,3399,3212
1,3398,3206
2,3398,3205
1,3397,3199
2,3397,3199
1,3387,3211
2,3387,3211
1,3384,3213
2,3385,3212
1,3393,3204
2,3393,3204
1,3394,3214
2,3394,3213
1,3402,3206
2,3402,3205
1,3385,3213
2,3385,3212
1,3394,3214
2,3394,3213
1,3393,3204
2,3393,3204
1,3402,3205
2,3402,3205
1,3394,3214
2,3394,3214
1,3384,3213
2,3385,3213
1,3393,3204
2,3393,3204
1,3402,3206
2,3402,3206
1,3396,3207
2,3396,3207
1,3388,3210
2,3389,3209
1,3396,3207
2,3396,3207
3,3396,3207
1,3394,3213
2,3394,3213
1,3401,3210
2,3401,3210
1,3391,3203
2,3391,3203
1,3398,3200
2,3398,3200
1,3393,3197
2,3393,3197
1,3394,3213
2,3394,3213
1,3388,3210
2,3389,3210
1,3396,3207
2,3396,3207
1,3401,3210
2,3401,3210
1,3396,3207
2,3396,3207
1,3393,3197
2,3393,3197
1,3398,3200
2,3398,3201
1,3389,3210
2,3389,3209
1,3391,3203
2,3391,3203
1,3393,3197
2,3393,3197
1,3394,3213
2,3394,3213
1,3396,3207
2,3396,3207
3,3396,3207
1,3398,3201
2,3398,3200
1,3401,3210
2,3401,3210
1,3384,3214
2,3384,3214
1,3388,3210
2,3388,3210
1,3393,3207
2,3393,3207
1,3397,3203
2,3397,3203
1,3393,3204
2,3393,3204
1,3397,3201
2,3397,3201
1,3384,3211
2,3384,3211
1,3388,3208
2,3388,3208
1,3384,3208
2,3384,3208
1,3393,3201
2,3393,3201
1,3398,3198
2,3398,3198
1,3393,3199
2,3393,3199
1,3393,3196
2,3393,3196
1,3388,3213
2,3388,3213
1,3393,3210
2,3393,3210
1,3397,3207
2,3397,3207
1,3401,3203
2,3401,3203
1,3392,3213
2,3392,3213
1,3401,3206
2,3401,3206
1,3397,3209
2,3397,3209
1,3397,3212
2,3397,3212
1,3401,3209
2,3401,3209
1,3401,3212
2,3401,3212
1,3401,3214
2,3401,3214
1,3385,3207
2,3385,3207
1,3392,3206
2,3392,3206
1,3396,3205
2,3396,3205
1,3401,3205
2,3401,3205
1,3392,3203
2,3392,3203
1,3395,3203
2,3395,3203
1,3398,3202
2,3398,3202
1,3395,3199
2,3395,3199
1,3397,3199
2,3397,3199
1,3391,3197
2,3391,3197
1,3397,3196
2,3397,3196
1,3383,3210
2,3383,3210
1,3399,3208
2,3399,3208
1,3401,3208
2,3401,3208
1,3388,3210
2,3388,3210
1,3390,3209
2,3390,3209
1,3393,3209
2,3393,3209
1,3397,3211
2,3397,3211
1,3399,3211
2,3399,3211
1,3402,3211
2,3402,3211
1,3386,3213
2,3386,3213
1,3388,3213
2,3388,3213
1,3391,3212
2,3391,3212
1,3394,3215
2,3394,3215
1,3396,3215
2,3396,3215
1,3400,3214
2,3400,3214
1,3400,3212
2,3400,3212
1,3402,3213
2,3402,3213
1,3393,3207
2,3393,3207
1,3391,3204
2,3391,3204
1,3397,3208
2,3397,3208
1,3394,3203
2,3394,3203
1,3396,3204
2,3396,3204
1,3402,3208
2,3402,3208
1,3391,3198
2,3391,3198
1,3399,3203
2,3399,3203
1,3401,3204
2,3401,3204
1,3396,3199
2,3396,3199
1,3388,3207
2,3388,3207
1,3395,3212
2,3395,3212
1,3397,3213
2,3397,3213
1,3384,3207
2,3384,3207
1,3391,3212
2,3391,3212
1,3393,3213
2,3393,3213
1,3386,3212
2,3386,3212
1,3388,3213
2,3388,3213
1,3384,3213
2,3384,3213
1,3391,3209
2,3391,3209
1,3396,3213
2,3396,3213
1,3391,3203
2,3391,3203
1,3393,3205
2,3393,3205
1,3397,3208
2,3397,3208
1,3401,3213
2,3401,3213
1,3391,3198
2,3391,3198
1,3396,3203
2,3396,3203
1,3398,3204
2,3398,3204
1,3401,3207
2,3401,3207
1,3397,3197
2,3397,3197
1,3401,3202
2,3401,3202
1,3383,3207
2,3383,3207
1,3387,3210
2,3387,3210
1,3391,3214
2,3391,3214
1,3402,3207
2,3401,3207
1,3400,3207
2,3399,3207
3,3398,3207
1,3398,3208
2,3396,3208
1,3395,3208
2,3395,3208
3,3394,3207
1,3399,3207
2,3398,3207
1,3382,3217
2,3402,3217
1,3397,3195
2,3391,3195
1,4374,3215
2,4393,3215
1,4385,3202
2,4381,3202
1,4385,3189
2,4381,3189
3,4381,3202
1,4377,3199
2,4374,3202
3,4374,3215
1,4385,3189
2,4385,3202
1,4385,3193
2,4388,3193
3,4393,3199
4,4393,3215
1,4377,3199
2,4381,3199
1,4381,3190
2,4381,3189
1,4381,3192
2,4383,3189
1,4381,3193
2,4385,3189
1,4381,3196
2,4385,3191
1,4381,3198
2,4385,3193
1,4381,3200
2,4385,3195
1,4381,3202
2,4385,3197
1,4383,3202
2,4385,3200
1,4385,3202
2,4385,3201
1,2678,3190
2,2675,3190
1,2672,3178
2,2666,3184
1,2686,3186
2,2678,3177
1,2686,3185
2,2678,3176
1,2686,3184
2,2678,3175
1,2686,3183
2,2678,3174
1,2686,3182
2,2678,3173
1,2686,3181
2,2678,3173
1,2686,3180
2,2679,3172
1,2686,3179
2,2680,3172
1,2686,3177
2,2681,3172
1,2686,3176
2,2682,3172
1,2685,3175
2,2683,3172
1,2685,3173
2,2684,3172
1,2686,3187
2,2678,3178
1,2686,3188
2,2678,3179
1,2686,3189
2,2678,3180
1,2686,3189
2,2678,3181
1,2684,3189
2,2678,3182
1,2683,3189
2,2678,3183
1,2682,3189
2,2678,3184
1,2681,3189
2,2678,3185
1,2680,3189
2,2678,3186
1,2679,3189
2,2678,3187
1,2678,3189
2,2678,3188
1,2686,3189
2,2678,3189
1,2683,3172
2,2678,3172
3,2678,3190
4,2686,3190
5,2686,3178
6,2685,3173
1,2666,3184
2,2666,3199
1,2686,3190
2,2686,3199
1,2682,3194
2,2682,3193
1,2677,3188
2,2677,3188
1,2672,3182
2,2672,3182
1,2676,3195
2,2676,3194
1,2671,3189
2,2671,3188
1,2670,3195
2,2670,3195
1,2677,3188
2,2677,3188
1,2671,3189
2,2671,3189
1,2672,3182
2,2672,3182
1,2670,3195
2,2669,3195
1,2682,3194
2,2682,3194
1,2676,3195
2,2676,3195
1,2677,3188
2,2677,3188
1,2676,3195
2,2676,3194
1,2669,3195
2,2670,3195
1,2671,3189
2,2671,3188
1,2672,3182
2,2672,3182
1,2682,3194
2,2682,3193
1,2684,3196
2,2683,3195
1,2676,3187
2,2676,3187
1,2675,3197
2,2674,3197
1,2667,3189
2,2666,3188
1,2683,3196
2,2683,3195
1,2674,3197
2,2674,3197
1,2675,3187
2,2676,3187
1,2666,3188
2,2666,3188
1,2675,3197
2,2674,3197
1,2684,3196
2,2683,3196
1,2676,3187
2,2675,3187
1,2667,3189
2,2666,3189
1,2673,3190
2,2672,3190
1,2680,3193
2,2680,3192
1,2673,3190
2,2673,3190
3,2673,3190
1,2675,3196
2,2675,3196
1,2668,3193
2,2667,3193
1,2678,3186
2,2678,3186
1,2671,3183
2,2670,3183
1,2676,3180
2,2676,3180
1,2675,3196
2,2675,3196
1,2680,3193
2,2680,3193
1,2673,3190
2,2673,3190
1,2668,3193
2,2668,3193
1,2673,3190
2,2673,3190
1,2676,3180
2,2676,3180
1,2671,3183
2,2671,3184
1,2680,3193
2,2680,3192
1,2678,3186
2,2678,3186
1,2676,3180
2,2676,3180
1,2675,3196
2,2675,3196
1,2673,3190
2,2672,3190
3,2672,3190
1,2671,3184
2,2670,3183
1,2668,3193
2,2667,3193
1,2685,3197
2,2685,3197
1,2681,3193
2,2681,3193
1,2676,3190
2,2676,3190
1,2672,3187
2,2672,3187
1,2676,3187
2,2676,3187
1,2671,3184
2,2671,3184
1,2685,3194
2,2685,3194
1,2680,3191
2,2680,3191
1,2685,3191
2,2685,3191
1,2676,3184
2,2676,3184
1,2671,3181
2,2671,3181
1,2676,3181
2,2676,3181
1,2676,3179
2,2676,3179
1,2681,3197
2,2681,3197
1,2676,3193
2,2676,3193
1,2672,3190
2,2672,3190
1,2667,3186
2,2667,3186
1,2676,3196
2,2676,3196
1,2667,3189
2,2667,3189
1,2672,3192
2,2672,3192
1,2672,3195
2,2672,3195
1,2667,3192
2,2667,3192
1,2667,3195
2,2667,3195
1,2668,3197
2,2668,3197
1,2684,3190
2,2684,3190
1,2676,3189
2,2676,3189
1,2673,3188
2,2673,3188
1,2668,3188
2,2668,3188
1,2676,3186
2,2676,3186
1,2674,3185
2,2674,3185
1,2671,3185
2,2671,3185
1,2674,3182
2,2674,3182
1,2672,3182
2,2672,3182
1,2677,3180
2,2677,3180
1,2672,3179
2,2672,3179
1,2686,3193
2,2686,3193
1,2670,3191
2,2670,3191
1,2668,3191
2,2668,3191
1,2681,3193
2,2681,3193
1,2679,3192
2,2679,3192
1,2675,3192
2,2675,3192
1,2672,3194
2,2672,3194
1,2670,3194
2,2670,3194
1,2667,3194
2,2667,3194
1,2683,3196
2,2683,3196
1,2681,3196
2,2681,3196
1,2678,3195
2,2678,3195
1,2674,3198
2,2674,3198
1,2672,3197
2,2672,3197
1,2669,3197
2,2669,3197
1,2669,3195
2,2669,3195
1,2667,3196
2,2667,3196
1,2676,3190
2,2676,3190
1,2677,3187
2,2677,3187
1,2672,3190
2,2672,3190
1,2674,3186
2,2674,3186
1,2672,3187
2,2672,3187
1,2667,3191
